id,name,ann_count,label_valid,
4050,Rossella racovitzae,0,,
4051,Ascidiacea,0,,
4052,Cnemidocarpa verrucosa,0,,
4053,Aplidium imbutum,0,,
4054,Tylobranchion speciosum,0,,
4055,Corella antarctica,0,,
4056,Ascidia challengeri,0,,
4057,Molgula pedunculata,0,,
4058,Pyura bouvetensis,0,,
4059,Styela wandeli,0,,
4060,Ctenophora,0,,
4061,Lyrocteis flavopallidus,0,,
4062,Brachiopoda,0,,
4063,Liothyrella uva,0,,
4064,Nemertea,0,,
4065,Parborlasia corrugatus,0,,
4066,Fish.,0,,
4067,Notothenia coriiceps,0,,
4068,Harpagifer antarcticus,0,,
4069,Lepidonotothen nudifrons,0,,
4070,Trematomus newnesi,0,,
4071,Ochrophyta,0,,
4072,Brown algae,0,,
4073,Desmarestia anceps,0,,
4074,Desmarestia menziesii,0,,
4075,Desmarestia antarctica,0,,
4076,Himantothallus grandifolius,0,,
4077,Ascoseira mirabilis,0,,
4078,Halopteris obovata,0,,
4079,Adenocystis utricularis,0,,
4080,Cystosphaera jacquinotii,0,,
4081,Rhodophyta,0,,
4082,Red algae.,0,,
4083,Red algae crustosa,0,,
4084,Red algae foliosa,0,,
4085,Pyropia endiviifolia,0,,
4086,Picconiella plumosa,0,,
4087,Georgiella confluens,0,,
4088,Pantoneura plocamioides,0,,
4089,Myriogramme manginii,0,,
4090,Phycodrys quercifolia.,0,,
4091,Gigartina skottsbergii,0,,
4092,Iridaea cordata,0,,
4093,Palmaria decipiens,0,,
4094,Trematocarpus antarcticus,0,,
4095,Chlorophyta,0,,
4096,Monsotroma hariotii,0,,
4097,Lambia antarctica,0,,
4098,Aiptasia sp.,120,,
4099,ARMS-Bali-SoftCoral,28,,
4100,Coscinoderma,106,,
4101,Anacropora,0,,
4102,Clathria reinwardti,68,,
4103,Acropora latistella,127,,
4104,Spheciospongia vagabunda,42,,
4105,Junceella,9,,
4106,Melithaea,43,,
4107,Bugulina sp.,0,,
4108,Sponge: massive violet,240,,
4109,Cnidaria: Corals: Black & Octocorals,3654,,
4110,Cnidaria: Corals: Stony corals,2752,,
4111,Cnidaria: Hydrocorals,16,,
4112,Cnidaria: Colonial anemones: Zoanthids,54,,
4114,Substrate: Consolidated (hard),15733,,
4115,Substrate: Unconsolidated (soft),2673,,
4117,Encrsuting Fleshy Algae,50294,,
4118,Rhipocephalus sp.,0,,
4120,Non-sample,3512,,
4121,Annella,0,,
4122,Non-Acropora (Digitate),0,,
4123,Coral transplant structure,0,,
4124,Trididemum solidum.,0,,
4125,Fine turf,0,,
4126,Course filamentous turf,113,,
4127,Red Macroalgae,0,,
4128,Brown Macroalgae,0,,
4129,Green Macroalgae,0,,
4130,Boring sponge,0,,
4131,Hydroclathrus Clathrus,0,,
4132,Cucumaria acuta,0,,
4133,Tonicia zchaui,0,,
4134,Hormosoma scotty,0,,
4135,Hydroactinia angusta,0,,
4136,Prostebbingia sp,0,,
4137,Mycale sp,0,,
4138,Bryozoa,0,,
4139,Cellarinella sp,0,,
4140,Haplonemertea,0,,
4141,mud.,0,,
4142,Synoicum sp,0,,
4143,Didemnum sp,0,,
4144,Distaplia sp,0,,
4145,Unidentified,0,,
4146,Sludge,0,,
4147,Bed rock,0,,
4148,bed sand,0,,
4149,Bed pebbles,0,,
4150,Cobbles,0,,
4151,Shell,0,,
4153,Boulder.,0,,
4154,Tritoniella belli.,0,,
4155,Armactinia antarctica,0,,
4156,Cheirimedon femoratus,0,,
4157,Pyura setosa,0,,
4158,Sand/Silt,84,,
4159,Pauly_Label,0,,
4160,Bryozoa: Hard: Lettuce,75,,
4161,Bryozoa: Hard: Branching: Leaf,293,,
4162,Bryozoa: Hard: Branching: Antler,1458,,
4163,Bryozoa: Hard: Branching: Coralhead,8,,
4164,Black/Octocorals (3D): Fleshy: Mushroom: St,1,,
4165,Black/Octocorals (3D): Fleshy: Mushroom: US,0,,
4166,Black/Octocorals: Quill (seapen),2,,
4167,Stony Corals: Solitary,0,,
4168,Hydrocorals: Branching,32,,
4169,Hydroids: Colonial (feather/fluff),109,,
4170,Hydroids: Solitary,1,,
4171,Crustacea: Prawns/Shrimps/Mysids,0,,
4172,Crustacea: Crabs: King Crabs,0,,
4173,Echinoderms: Ophiuroids: Brittle/Snake: SF,6,,
4174,Echinoderms: Ophiuroids: Brittle/Snake: Oth,42,,
4175,Echinoderms: Sea Cucumbers: Infaunal,0,,
4176,Echinoderms: Sea Cucumbers: Sessile,8,,
4177,Echinoderms: Sea Stars: Regular Pentagon,0,,
4178,Echinoderms: Sea Stars: Suspension Feeder,0,,
4179,Echinoderms: Sea Stars: Sunflower,0,,
4180,Echinoderms: Sea Urchins: Pencil Urchins,0,,
4181,Jellies,0,,
4182,Molluscs: Cephalopods,0,,
4183,Molluscs: Gastropods: Shelled,0,,
4184,Molluscs: Gastropods: Unshelled,0,,
4185,Sponges: Crusts: Encrusting Forms,4,,
4186,Sponges: Cups: Cup/Goblet,0,,
4187,Sponges: Cups: Tables/Discs,0,,
4188,Worms: Polychaetes: Scaleworms,0,,
4189,Worms: Polychaetes: Tube DF,0,,
4190,Stony Corals: Colonial,0,,
4191,Hydrocorals: Submass/Encr,0,,
4192,Fishes: Bony Fishes,1,,
4193,Fishes: Elasmobranchs,0,,
4194,Sponges: Cups: Incompl/Curled,0,,
4195,Substrate: Unconsolidated: Overlay,0,,
4196,Substrate: Biologenic: Other,85,,
4197,Unscorable,0,,
4198,Unconfirmed ID: Expert Op Req,2,,
4199,Unconfirmed ID: TBD,2549,,
4200,Feature Of Interest,0,,
4201,Rhipilia spp.,30,,
4202,Chamaedoris peniculum,14,,
4203,Out-planted colony,36,,
4204,Substrate: Biologenic: Matrix,0,,
4205,Substrate: Biologenic: Biol Rubble,51,,
4206,Dissimularia umbraticola,0,,
4207,fresh marine snow,0,,
